2017-01-10 06:00:00,45,T1,16.4
2017-02-21 06:00:00,545,T1,70.5
2017-02-28 06:00:00,427,T1,55.5
2017-01-10 06:00:00,3322,T2,92.5
2017-01-24 06:00:00,3799,T2,63.0
2017-02-14 06:00:00,65,T1,26.4
2017-01-24 06:00:00,168,T1,6.9
2017-02-28 06:00:00,3346,T2,71.1
2017-02-07 06:00:00,3236,T2,59.3
2017-01-17 06:00:00,11,T1,97.1
2017-02-28 06:00:00,180,T1,9.6
2017-02-21 06:00:00,915,T1,1.9
2017-02-14 06:00:00,95,T1,13.8
2017-02-21 06:00:00,3094,T2,59.8
2017-02-28 06:00:00,3931,T3,67.2
2017-01-24 06:00:00,73,T1,68.3
2017-01-17 06:00:00,911,T1,89.7
2017-01-31 06:00:00,3518,T2,77.1
2017-02-21 06:00:00,61,T1,56.2
2017-02-07 06:00:00,3134,T3,57.9
2017-01-31 06:00:00,3661,T2,48.3
2017-01-24 06:00:00,399,T1,9.8
2017-01-31 06:00:00,3011,T2,59.6
2017-02-14 06:00:00,3944,T2,82.5
2017-02-21 06:00:00,3995,T2,72.7
2017-01-31 06:00:00,285,T1,64.4
2017-02-21 06:00:00,3576,T2,113.7
2017-01-17 06:00:00,3175,T3,84.3
2017-01-31 06:00:00,3375,T2,85.1
2017-02-07 06:00:00,982,T1,44.2
2017-02-21 06:00:00,991,T1,36.8
2017-02-14 06:00:00,3396,T2,54.8
2017-02-07 06:00:00,827,T1,137.8
2017-01-10 06:00:00,512,T1,89.6
2017-02-14 06:00:00,730,T1,58.4
2017-02-14 06:00:00,3598,T2,54.5
2017-01-17 06:00:00,3478,T2,53.4
2017-02-14 06:00:00,3434,T3,31.0
2017-02-07 06:00:00,3348,T2,73.2
2017-02-07 06:00:00,725,T1,34.7
2017-01-10 06:00:00,3586,T2,57.2
2017-02-28 06:00:00,59,T1,67.1
2017-02-28 06:00:00,3142,T2,72.6
2017-02-07 06:00:00,120,T1,65.0
2017-01-31 06:00:00,428,T1,155.8
2017-03-07 06:00:00,3459,T2,49.7
2017-01-10 06:00:00,528,T1,23.2
2017-01-10 06:00:00,148,T1,45.7
2017-01-17 06:00:00,300,T1,53.0
2017-01-31 06:00:00,974,T1,75.6
2017-03-07 06:00:00,818,T1,46.9
2017-02-07 06:00:00,118,T1,11.2
2017-01-10 06:00:00,3490,T3,81.4
2017-02-28 06:00:00,516,T1,42.8
2017-01-24 06:00:00,3975,T2,86.6
2017-02-14 06:00:00,3159,T2,86.6
2017-02-21 06:00:00,897,T1,111.7
2017-02-07 06:00:00,3404,T2,30.3
2017-02-21 06:00:00,3110,T2,58.4
2017-01-24 06:00:00,3033,T2,66.5
2017-02-21 06:00:00,3969,T2,52.1
2017-02-28 06:00:00,3590,T3,63.1
2017-01-10 06:00:00,634,T1,70.5
2017-01-31 06:00:00,859,T1,13.6
2017-02-14 06:00:00,308,T1,59.4
2017-01-24 06:00:00,171,T1,69.6
2017-02-28 06:00:00,783,T1,11.6
2017-01-10 06:00:00,799,T1,11.5
2017-02-28 06:00:00,3332,T3,47.8
2017-01-31 06:00:00,3749,T2,19.7
2017-02-14 06:00:00,547,T1,11.1
2017-03-07 06:00:00,511,T1,80.1
2017-02-07 06:00:00,498,T1,96.3
2017-02-21 06:00:00,3819,T2,54.4
2017-01-31 06:00:00,707,T1,43.4
2017-02-07 06:00:00,3242,T3,70.4
2017-01-17 06:00:00,3835,T2,75.5
2017-02-14 06:00:00,3058,T3,76.4
2017-01-31 06:00:00,3371,T3,60.3
2017-01-31 06:00:00,3969,T2,85.3
2017-02-14 06:00:00,266,T1,14.5
2017-02-28 06:00:00,521,T1,74.8
2017-01-24 06:00:00,3743,T3,72.7
2017-02-14 06:00:00,3593,T3,86.7
2017-02-14 06:00:00,775,T1,80.6
2017-01-17 06:00:00,729,T1,75.3
2017-01-10 06:00:00,3612,T3,47.3
2017-01-24 06:00:00,3195,T2,78.9
2017-02-28 06:00:00,170,T1,40.8
2017-02-14 06:00:00,3943,T2,74.4
2017-01-31 06:00:00,3851,T3,61.8
2017-02-07 06:00:00,3121,T3,47.7
2017-02-07 06:00:00,226,T1,52.6
2017-01-17 06:00:00,3834,T3,64.5
2017-01-31 06:00:00,231,T1,41.5
2017-02-14 06:00:00,3085,T3,61.2
2017-03-07 06:00:00,957,T1,6.2
2017-02-28 06:00:00,764,T1,75.5
2017-01-17 06:00:00,476,T1,81.0
2017-02-28 06:00:00,47,T1,17.9
2017-01-24 06:00:00,190,T1,84.0
2017-01-10 06:00:00,211,T1,95.3
2017-02-28 06:00:00,3556,T2,62.1
2017-01-10 06:00:00,220,T1,129.1
2017-01-31 06:00:00,672,T1,27.5
2017-01-31 06:00:00,3313,T2,43.8
2017-02-28 06:00:00,3566,T2,59.9
2017-02-28 06:00:00,454,T1,111.7
2017-02-21 06:00:00,3796,T3,66.3
2017-01-10 06:00:00,3053,T2,60.0
2017-02-14 06:00:00,526,T1,10.3
2017-02-28 06:00:00,895,T1,27.2
2017-01-10 06:00:00,3395,T3,40.7
2017-02-07 06:00:00,3140,T2,73.1
2017-01-10 06:00:00,3519,T3,101.0
2017-02-14 06:00:00,3689,T2,65.3
2017-03-07 06:00:00,947,T1,74.8
2017-02-28 06:00:00,333,T1,96.6
2017-02-07 06:00:00,3398,T3,85.6
2017-02-14 06:00:00,318,T1,55.2
2017-01-10 06:00:00,885,T1,49.7
2017-01-24 06:00:00,648,T1,39.7
2017-02-14 06:00:00,447,T1,80.7
2017-01-10 06:00:00,3489,T2,80.0
